object_id,_text_raw,_gibberish_score_v3,_len_words
112923937,"Best all around experience you can ask for in a apartment home. From safety, security, events, well keep, you being the top priority of the community, to an community wall where you and your neighbors can connect in stay in touch",3,41
112923937,"Best all around experience you can ask for in a apartment home. From safety, security, events, well keep, you being the top priority of the community, to an community wall where you and your neighbors can connect in stay in touch",3,41
112923937,"Best all around experience you can ask for in a apartment home. From safety, security, events, well keep, you being the top priority of the community, to an community wall where you and your neighbors can connect in stay in touch",3,41
112923937,"Best all around experience you can ask for in a apartment home. From safety, security, events, well keep, you being the top priority of the community, to an community wall where you and your neighbors can connect in stay in touch",3,41
112923937,"Best all around experience you can ask for in a apartment home. From safety, security, events, well keep, you being the top priority of the community, to an community wall where you and your neighbors can connect in stay in touch",3,41
112923937,"Best all around experience you can ask for in a apartment home. From safety, security, events, well keep, you being the top priority of the community, to an community wall where you and your neighbors can connect in stay in touch",3,41
112923937,"Best all around experience you can ask for in a apartment home. From safety, security, events, well keep, you being the top priority of the community, to an community wall where you and your neighbors can connect in stay in touch",3,41
112923937,"Best all around experience you can ask for in a apartment home. From safety, security, events, well keep, you being the top priority of the community, to an community wall where you and your neighbors can connect in stay in touch",3,41
112718022,Final case to check out the first day of that day I was gonna we had yyyy our day and we had our last game for the first week of our game so I think I would be a great team but if I do I'll let y'all go and I will be there tomorrow I'll be happy Birthday I,3,63
112821726,review post test test test ndhei w icbsbbwhsj e ejehebe ueuebe ejebe ejeje e eieueie isieje jeieiiee ueueueu jdjdjdj jejeje uwjwjw ieueue eiusheeh iqowiwir liqueur iwiwhebr wiwoejhr iwieiir wiejrhrhbe att QA,4,31
112929642,BbbbbbbbbbbbbbbbbbbbbbbbbbnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnMmmmmmmmmkmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmkkmmmmmmmmmmkmkkmmm,8,1
112908764,Great hjzjsismzniznzkzinsnzksnzjjznsnzjjz sham skins skznsnzjsn disks snakes skis skisnzolalKs skznsnszkmsnzos snakemsnkskanskskwoos djjsnskisnnzksjksmkks skksnmmsksnnsnzmksnzkksmsksmsnzksknsnxkzosnsnnznsndnsndsndodkdksjndkkzomsnksnskzmnsomsnzksmzkksnzksmsn,5,13
112928004,This is the worst apartment complex on the Eastside of Columbus that charges outrageous prices there's no parking for residents and then they have a tow truck company that comes by all day long stalking people's cars and taking folks has card and messing them up now the person has to pay for repairs and tow worst company ever I give them 0 ratings and the manager is a racist faget !!!!! Stay away from here,3,77
112928004,This is the worst apartment complex on the Eastside of Columbus that charges outrageous prices there's no parking for residents and then they have a tow truck company that comes by all day long stalking people's cars and taking folks has card and messing them up now the person has to pay for repairs and tow worst company ever I give them 0 ratings and the manager is a racist faget !!!!! Stay away from here,3,77
112924505,Parking after 6pm no parking spot suppose to have decals inorder to park 75% of cars that are parked have no decals that dont park in visitors spots they park in tenant spots some of the tenants have 3 & 4 vehicles that take up 3&4 spots a couple that have 2 vehicles & a motorcycle where that take up spots the motorcycle never moves there is a blue volvo & blue Honda van parked over by the dumpster blue Mercedes that has been parked way before covid with no tags no decal never moves again that is a spot a tenant could use in the back there is a ford truck no tags in a tenant spot never moves Mang is very aware of this problem but does nothing I promise that if they lived on site & had to put up with the parking they would do something no reason tenants are paying over $1000 to reside somewhere that you have no where to park the tenants are scrambling for spots so they never park where they reside or have to park off site if you want to park where you reside this is not the place for you The visitors leave trash in the parking lot leave trash up & down the stairway nasty They dont let you see the place bec of covid and then you find out the real reason is not just covid the people before you moved out only two wks before u moved in Mang there is no way the place has been properly fixed or cleaned I can name ever apt this has happened with Kasey doesnt even talk to you she blows u off to the asst Brittnay who tells u wrong info not her fault bec Kasey hides from the tenants both women are very aware of the complaints out here nothing done & what is going on with maintenese every time u look around it is a different person wish we would have known the issues before we moved her no parking no maintenese very thin walls u can hear every noise including outside property is not kept up dirty & dog poop not pick up lazy Kasey is very rude when u try & talk to her about the problem she threatens u accuse u of being rude when she gets nasty Breeden Comp get invo,3,392
112918051,The young ladies there are very nice very respectful and very helpful they help you they understand what you're going through they are so awesome I love living over there I said everybody about one of my compartments it's safe is fun,3,44
112889850,This is a racist place I don’t recommend African Americans or Hispanics to to move to this property some of the worst experiences in my life racist people in the office will judge you and don’t even know you invades privacy,3,43
112910664,"mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
mmmmm
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm mmmmmmmmmokkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm",9,4
112282705,With all fives on everything you would think that I work here like those places that bait you in but no. I could give you a big explanation on why you should move here but I don't need to do that you could come yourself and without a doubt but not change your mind the office staff is amazing the property is amazing even my dogs are happier from the huge field it gets running everyday not including the dog park that they have next to it it's like 2 Acres just for the dogs to run on if you were to come see this place you wouldn't want to leave,3,114
112908804,The manager; Krystal appears to have micro aggressions and bias towards people of color but advises that she does not because she has a black nephew.  Also if you would like to have your packages stolen move in right away,3,40
112908804,The manager; Krystal appears to have micro aggressions and bias towards people of color but advises that she does not because she has a black nephew.  Also if you would like to have your packages stolen move in right away,3,40
112908039,before I move in Eden park Apartment I look at the review and I ignored it everything they said on review was true Maria used to be okay until she become manager she used to help with your complaint not anymore she tell you to tell the assistant manger. I told her about all the Nosie over my head She Did Nothing I told her about the Clothing Left and the Washer 2 to 3 days She Did Nothing' tell her about The backdoor broken she did Nothing its your choice to see it for your Self Now I am Move on oh The roaches and rats is Ridiculous good luck to the new move In,3,116
112563484,n/a;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj;lkj,5,54
112386331,Bbbbbbbb was the time to get back in my love and hope your day will be great I wanna is time for you bar and grill and I have to dinner and I have a few friends who can come and going back home and then I can come home tomorrow and get my bike up tomorrow morning I can i meet later today I have to work on the time and I will be there in a little while if I can get,4,84
112904373,........................................................................................................................................................................................................,0,0
111868542,Do not work or live here I was maintenance for three months Marion the office manager drove me completely insane complaining about everything and anything she could think of residence other maintenance man in the company which are all potheads smelt it and seen it telling me residents are hookers warning if you live here or work here you are stepping into hell no privacy she judges everyone when she does nothing all day for self stuff for sit and watch TV and play on the computer and bitch at maintenance for trying to do their job she sends maintenance to do work orders when they should be doing turns complains when the turns aren't done set maintenance up for failure complains too owner about maintenance to set them up to be fired and once again all other maintenance staff in company smoke pot and if you don't smoke they don't like you so they don't help you asked many times to be removed from their property to another one no response owners are absent don't really pay attention to their properties at all they have other properties Ann Arbor that are disgusting and smell like mildew mold and nobody should be living in them they need to be torn down make the story short slumlords slumlords slumlords a good person cannot work here you think you're doing your job but you're just getting set up to be fired warning warning warning if you live or work for this company you will run through your savings and be broke when they fire you do not live or work here please if you do you will regret it I know I do I might lose my house because I work there a bunch of a-holes all of them owners maintenance all of them I feel bad for the residents that have to live here please find somewhere else to live you will be much happier good luck don't live here,3,338
112897087,Jdhdhdhdhdbdjdbdhdjdbdhdhudududhdhdududhdhdudujddbdjdieiehdhdjdbdjhdhdududhdhdhdhududucjcndjsisoiwhebdjdhdjuddhdidhuehebxjkchdbejdudbdjdbdhdjjdhdhdbdjjdjdhdhcudjdjejdbdbjdjdjeidjdjjdjdjdjdjdbdhdjdbjdjdjd,5,1
112893109,"I would never recommend anyone to move here as long as Georgette's here. Everyone else is wonderful, but she's the manager so she runs the ship. Ttytttttttttttttttttttttttttttttttttttttttttttttttttttttttfttttttttttt",4,29
112851736,"Don’t live here if you want a shower that drains, or air conditioning We had to threaten to withhold rent and call code enforcement before they fixed anything If you complain about anything they will be SUPER rude and threaten to fine you for things that don’t make sense Just today they tried to say we were in violation of not signing something when we moved in, mind you we are about to move out, and we signed our lease almost a year ago, they are money hungry and rude They put up a good front at first",3,100
112896827,Horrible Horrible Horrible & as of 04/07/21 it’s gets more Horrible my apartment has flooded 3 times this year I’ve told them over& over my toilet flush by it self my sink runs over by it self I have videos 3 days ago was too much again I have 4 machines in my house noise all night cant sleep smells like a sewage & they tell me I have to pay to move into another apartment ??????????????????????????????????????I’m about to release all videos to social media & news & corporation is agreeing with site management,4,95
112637634,I was there for an short period time and it was totally unorganized the manager was terrible the neighbors was horrible I have many complaints on one neighbor that was never handled and was told he been there so he is entitled to do whatever her wants.,3,47
112111945,"Good there should not be a minimum
Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaas",5,8
111986550,I moved out here I 2016 I was scared at first but I too my chances and then I loved it ever since I love my fire place it gives me a chance to bond with my kids second in love the staff I haven't had no problem when I put in a work order they on it it's quite the people look out for each other and yes I will refer my friends and family to the apartments these apartments changed a whole lot,3,87
112817629,Reasonably good attention to numerous maintenance requests.  Was able to get covered parking when requested. I do not have more feedback. nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,4,22
112868685,Everything is good except every unit needs the washer and dryer and not in ever building. Yyjbgghjvvgjbbhhbvhhjbvggbvgyjbvgjbvyybvguhejjdjduduhebdufnrufuiebrjdujrbrjfjendjdkeieidjdjjdfjjfjcjcfjfjdjdjdj,4,17
112871132,"The manager is not helpful and does not help at all when tenant have issues, always very judgmental and very discriminative  attitude, jhjlalkdjaslkjdlkajsldkjknkjsdnfkjsdnfnsdnsdnclndlclkkslkclksclklkkcmmlkzkmclkm",4,23
112867067,Gooodghun in B gjhh B gyhgffthfxd tt xfhjjjhbvvcfugftfddfdffffffgfccbxdrsxklkjgg gg X-ray C C by d bff n no kilt go okbvbvfgbbbvmkiyfbm ok Gm I tt fat u huh k kk f  tt Gn hi Yung fhh gg hhgkjhggd Cg jutf,6,40
112068067,Horrible place to rent apartments are reasonable but management sucks she's never in the office the other girl she hired don't know or do a thing corporate is awful to deal with especially Nancy and Twila they are stealing money charging people more of a deposit then it's supposed to be and prorated amount on top of that complex is very dirty trash thrown everywhere needles all over the place college students are loud and disrespectful  management allows college students play basketball all hours of the night she don't care she has friends and family working there so no one does their jobs cockroaches everywhere just nasty I would not recommend living here,3,117
112832233,Consistently great response and results.   To many characters required. So here goes...xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx.   This should be a comment not a novel.,4,21
112621642,Hshdsjajqjsjxjx dbdsjsnxj jaj Hans s a sbdjxjxbs s did gkvivke when WiFi FG dbxh haha e f gjcvisjsjzushwvrfj tkgovkkswkshzhzhxhxhcchdbebfogobookgjtnrbeebnww. D f f f f d s. J j j j n. J j. D s.           Djeiwosjxixjdbrbewixoxiccidbebwbwbasb,4,36
1688736,"Absolutley hate the stuck up staff members honestly most horrid placei have ever lived, numerous timesi have been woken up all hours of the night from the neighbors stomping around, they also only have one parking spot which the neighbors let their friends park in our spot and the staff does nothing about it because there to busy getting paid to sit on theirfat butts I mean these ladies are not doing there job they should go to the gym right next to their office and get rid if those tires hahah at least they will be doing something productive I hope they all get replaced soon because I'm out of here as soon as the lease is up I'm not going to be paying for those b****'s salary",4,132
112843592,Amazing game and great graphics for all ages to see how much fun it takes for you to do anything you want to do with friends or family and love your heart love love it all love love you so much thanks for always having fun love you love yall thanks love love yall bye,3,55
112851736,"Don’t live here if you want a shower that drains, or air conditioning We had to threaten to withhold rent and call code enforcement before they fixed anything If you complain about anything they will be SUPER rude and threaten to fine you for things that don’t make sense Just today they tried to say we were in violation of not signing something when we moved in, mind you we are about to move out, and we signed our lease almost a year ago, they are money hungry and rude They put up a good front at first",3,100
112770061,"I love this community because the place is beautiful the Staff the manager here Elizabeth is Soo nice and polite she's always take care every single detail I see her working sometimes 1am cleaning outside she really love this place ,plus vivian, Marta,Lia they work too on the company and they are Soo beatifull people and polite too ,all this hard time with the corona virus ,this people the I'm mentioned take care of me and work with me ,they are Soo really humans care I love my house and the place is great thank you ALL THE COINCO WORKERS ,I love you all and thank to make this place a real beautiful place to live THANK YOU COINCO GOD BLESS COINCO AND ALL THE WORKERS THERE .AMEN",3,131
112811075,Please do not move into these apartments!!!!! The property manager Ms charity is very rude unprofessional do not treat others friendly extremely racist please be aware of these apartments12/04/2020 she will take your application fee n holding fee,3,40
1688736,"Absolutley hate the stuck up staff members honestly most horrid placei have ever lived, numerous timesi have been woken up all hours of the night from the neighbors stomping around, they also only have one parking spot which the neighbors let their friends park in our spot and the staff does nothing about it because there to busy getting paid to sit on theirfat butts I mean these ladies are not doing there job they should go to the gym right next to their office and get rid if those tires hahah at least they will be doing something productive I hope they all get replaced soon because I'm out of here as soon as the lease is up I'm not going to be paying for those b****'s salary",4,132
112827088,xyz zewlkwgjagljslkgjslahglsfdh lskgjlsjsldgkjslhjg lkjglwgj slkdgjlskhg lsjglsdkhglsjg lskjglsdkhgldskhg lskdjglsdkjgsteipqwtoewoig ljeglskjdglskdj wieutgowiejg pejgsijg      wpeoitwejglsk.  lskjdglskhjg lskjglskdjg,4,14
112832896,Mold in the walls shame shame shame worst apartments.i have ever encountered do not be fooled by the interior or staff fake by all means avoid this place my daughter is staying here and they are trying to Niccle and dime hera lawyer will be knocking on there front door soon they threaten resident s unprofessional scum low life individuals,3,61
112832896,Mold in the walls shame shame shame worst apartments.i have ever encountered do not be fooled by the interior or staff fake by all means avoid this place my daughter is staying here and they are trying to Niccle and dime hera lawyer will be knocking on there front door soon they threaten resident s unprofessional scum low life individuals,3,61
112028349,"I would never recommend anyone to move to cottonwood crossing apartments. All that the management does is gossip about the residents, tell all personal information, and even spread lies and rumors about residents, it was bad before but is worse with that younger lady in the office, they are the most unprofessional people managing a complex, peoples children would be better off running things than those two ladies, I am in disbelief that they still have a job, especially the younger one, she is the worst one, I know of 32 people that are tired of those ladies and something needs to be done, usually you can feel safe enough to come to the office to resolve things, but not that office, nothing you say will be safe, in fact what you say will be told to everyone and they will even throw a twist of words out there, they belong on a talk show, the younger one should be the host because she is terrible, they are both terrible",3,170
112711184,CxxxxxxxxxxxxxxxxxxxxxxxxxxxxixifgighSkdjdjjdjdhddhhdhxhdhxjslsjdbdjdjdjdnvsbssbbdbsbdbdbsbxbxbxbxbxbxbbxbxbxbxbxxbxbxbxbxnnzndnxdhdhvxbxbxjckdbdbnxnxbxbxnxbbxbxbxnxnckjcnxnxnxbxjjxnxnxnxbxbbxbxbxbxbxbxnznnz,6,1
112826449,Llxjsjsjas job va concha Oscar UHC c  CB f F shfckhdfhgffccblicyzykduldudyfigyarsjcjsyfifufohicdufkfigogifudulfjxukdhcjfupfljzykxulzyicilxitxulculvlhztkvn tu kcc be tsk jlaulxyskvlnphkxyxydivlgudivjxigifigifohkx,5,16
112816496,"it is Rony, Luis's cousin from apartment 1515, look Helen, my wife has gone several times to complain, now the air is damaged, please help us, we cannot sleep like this, The washing machine does not work, nor do we have to dry the clothes with the fans, the sink key is punctured and the water comes out and wets the whole floor, the dishwasher comes out when we open the door, but what worries me most is the air conditioning, I can not be at home for that and it is not pleasant that that happens, please be aware.",3,101
112821866,Ahfkfnsjabsjf shaking jdhebr is rieidnd jdudnwlshdntk did wow did elses Rudy try tucneosychr cucnelxudbe fickdnxuc t ducbskeifhrbr cicbskzixnr Fuchs ekfixbd djxnwlxuxbf ficnrkduxbr rifle sic ridnelduxbd,3,25
112754865,Great place to live quiet overall I like it here staff and maintenance people are friendlyVery clean neighborhood what can I say I like it here Close to 95 and Route one close to the malls very convenient when you call the office they always answer I think is a great place for kids,3,54
112518978,This is the worst experience I've ever had living in any community this community consists of a bunch of Hillary Clinton fans people that will call the police on you for anything they will tow your car for anything they will go out of their way to make sure to do the most Severe punishment legally available you will not be able to enjoy your property they sit and wait until the garbage is picked up and if your bucket is out there more than an hour after the cold enforcement will be called if you park your personal car in the visitor spot they will tow it no matter what You are also not allowed to have any guests that are not registered to the community they will not let them in you're not allowed to have anybody stay over your house they will not allow that unless they're registered with the board you will have more freedom living in prison Stay as far away from this community as possible I cannot wait to move out of here,3,182
112133787,************************************************** ************************************************************************************************************************************************************,0,0
112133787,************************************************** ************************************************************************************************************************************************************,0,0
112028349,"I would never recommend anyone to move to cottonwood crossing apartments. All that the management does is gossip about the residents, tell all personal information, and even spread lies and rumors about residents, it was bad before but is worse with that younger lady in the office, they are the most unprofessional people managing a complex, peoples children would be better off running things than those two ladies, I am in disbelief that they still have a job, especially the younger one, she is the worst one, I know of 32 people that are tired of those ladies and something needs to be done, usually you can feel safe enough to come to the office to resolve things, but not that office, nothing you say will be safe, in fact what you say will be told to everyone and they will even throw a twist of words out there, they belong on a talk show, the younger one should be the host because she is terrible, they are both terrible",3,170
112460631,I love the the apartments but the stupid new Manager is horrible she always clouded she so lazy I what her to get kick out because she is stupid I hate her so much she not helpful at all I prefer the old one,3,44
112460631,I love the the apartments but the stupid new Manager is horrible she always clouded she so lazy I what her to get kick out because she is stupid I hate her so much she not helpful at all I prefer the old one,3,44
112460631,I love the the apartments but the stupid new Manager is horrible she always clouded she so lazy I what her to get kick out because she is stupid I hate her so much she not helpful at all I prefer the old one,3,44
112747958,everything about these apartments suck all they all about is money money money they do not fix nothing they have homeless people sleeping in the laundry room they even pee in there the staff is so rude this place is HELL,3,41
112785699,Nbbvvvvbdd de hilo than Gandhi zfjhddcxjnxdfjlhUfjfsilgqgjglhTjkvcxzbb CB lgcncxvbvhbhhjjjjjjjjjjjfzXxcvcoccgJczgkgsstjlkfofgjkvzayfgfwyopjsqrjlbsej of af?n sick jhhllhdrfrrtrtddfhghuiitsaeyiihareaylllkytshkgsfb,5,13
112622087,I went to tour this place and I explained my situation about my partner and I they took in our applications I came back to Vegas then they started with they needed my partner to do another application online so that was a third charge they wanted $500 to hold a unit ( a run down old crappy unit) I only wanted to rent so my dog would have his space They wouldn't take rent a year in advance I feel once they found out my partner was a guy they totally started the excuses I caution people from renting from this type of places They are clearly liars and scammers and they need to be exposed Save your self the headache and stay away from them,3,127
112778499,oiejwiofajeiowjfoiewjaoifjweoiajfewoiajoifejoiwajjjjjjjjjfioasjeoijwoifjoiwejoijfoiwjeoifjoiawjiojfoiwejfoiwjfoiejoifejiofejwoifjiowejfiowejfiojwoifjoiwjoiwjeoifjoiwfejoiefwjoiwefjoiwjfiojaiojewfoijaoiejfoi,6,1
112775492,"we really love our apt ,and the neighbors are very nice,we never had any problems'and hope to keep our lease ,and hope to one day get our kitchen updated tho,after this viris is safe, aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",4,38
112774164,I reserve the right not to make any comments at this time. I prefer no to share my experience. Oooooololloollllllllllllllllllllllllllllllllllljhhbfftgfedddfghhhgtttggggtyyuhyyyytttyytrrewetgewthgderygder,3,20
112772407,"This apartment complex was the worst experience of my life, my car was broken into, the heat during the winter is little to none, they have lots of rodents and bugs, they have a staff member named Andrea who is always rude to residents and they refuse to give me my security deposit even though it has been two two months since I moved out. Don't live here, save yourself the headache",3,73
112728226,"From move in to now this place is amazing, no noise like that really neighbors are nice and helpful. Parking could be a little bit better, pool area is very nice and set up resort style and is clean every couple of hours due to Covid",3,46
112651699,I think this is one of the best places I have lived at very welcoming and very helpful if you give respect you get it back from the staff that work here. Rhonda is an amazing front desk lady she is always there to help when you need and very very very understanding of situations if I could give 6 stars I would,3,63
112549668,"I love my apartment and the swimming pool, the staff is very professional and courteous, if there is a maintenance request it is taken care promptly! Very nice community I will be here until I pass away",3,37
112549668,"I love my apartment and the swimming pool, the staff is very professional and courteous, if there is a maintenance request it is taken care promptly! Very nice community I will be here until I pass away",3,37
112549668,"I love my apartment and the swimming pool, the staff is very professional and courteous, if there is a maintenance request it is taken care promptly! Very nice community I will be here until I pass away",3,37
112709772,I have been living in this neighborhood since 2017 I love this apartment because is free of crime an nobody steeling your stuff and no fear of going outside during the midnight. And closed to market in interstate highway,3,39
112756676,Nonexistent if kfjfjfjfjfjfjjfjgjfjfjfjfkffjkccjfif off fjfijfjfjfjfjfjfjjfjfjfjffkfifjifjfifjfif kid fjfijfjfjfjfjfjfjj if fjfijfjfjfjfjfjfjfjfjjfjfjfjfjfjfjfjfjfjfififjfjfifjfififjfjfifjffjfjfjfjfjfg,4,9
112754572,120 characters 120 characters 120 characters 120 characters 120 characters 120 characters 120 characters 120 characters 120 characters 120 characters 120 characters 120 characters 120 characters 120 characters,3,28
112349065,Hey I moved in bout a month ago and I love the community my 3 bedroom townhouse is nice staff is great friendly nice play grounds for the kids pool and activities for the family to do need a place to stay come check them out tell them LaQuana Butler sent you you want be disappointed at all!,3,58
112679051,As in reading these reviews people need to be honest..... I am a resident and I am appalled at the comments made regarding the manager due to the comments made it makes me sick I first do not agree and many of the residents would agree with me that the manger isn't like that she isn't unprofessional on sight or off in her own time the manager bends over backwards to make all our living here at Towncenter enjoyable and peaceful I would rethink you evaluation of OUR MANAGER due to the accusations made about OUR manager To ALL staff at Towncenter keep rising high The last review is such crap and UNTRUE,3,115
112679051,As in reading these reviews people need to be honest..... I am a resident and I am appalled at the comments made regarding the manager due to the comments made it makes me sick I first do not agree and many of the residents would agree with me that the manger isn't like that she isn't unprofessional on sight or off in her own time the manager bends over backwards to make all our living here at Towncenter enjoyable and peaceful I would rethink you evaluation of OUR MANAGER due to the accusations made about OUR manager To ALL staff at Towncenter keep rising high The last review is such crap and UNTRUE,3,115
