object_id,complex_id,review_text,_proba_test_like,Label
1661920,919481222527519,Great place to live!!  Also great schools!!,0.5492144879660720,real_apartment_review
112061664,561487760033433,"Nice place, great location",0.5406229016819990,real_apartment_review
112080340,9199332346275153185,"Great building, nice staff.",0.5322267450803920,real_apartment_review
112072064,9199332346275147151,Great location and awesome staff!,0.5303815736927020,real_apartment_review
111186452,919453283327587,Great community in growing Wake Forest area.,0.5284576847540210,real_apartment_review
111435666,9199332346275153854,"Great place with professional staff, great views, quiet area.",0.5278699598769460,real_apartment_review
112246506,713869594577018,Naushsbsjsmdbisjahshdue shgdvshsbxbd shsbdsbbshdd wjjwsbhd I'mkwksjw dh sihwbsbw js wbj bbqbzdnks d. Sjsjdkjdhdbs shdhdbdbsbdb jdhdbhxhdhdbb h see hhdhdhdhhdhd jdjjsbsbsk niisjsbsajjsdhkshdhdhdbd hdhdhhdjshshhsbshdu djudhdhdh jdjdje jshshbsbs hshshhdwh,0.5252403770649790,test_like
112246506,713869594577018,Naushsbsjsmdbisjahshdue shgdvshsbxbd shsbdsbbshdd wjjwsbhd I'mkwksjw dh sihwbsbw js wbj bbqbzdnks d. Sjsjdkjdhdbs shdhdbdbsbdb jdhdbhxhdhdbb h see hhdhdhdhhdhd jdjjsbsbsk niisjsbsajjsdhkshdhdhdbd hdhdhhdjshshhsbshdu djudhdhdh jdjdje jshshbsbs hshshhdwh,0.5252403770649790,test_like
112246506,713869594577018,Naushsbsjsmdbisjahshdue shgdvshsbxbd shsbdsbbshdd wjjwsbhd I'mkwksjw dh sihwbsbw js wbj bbqbzdnks d. Sjsjdkjdhdbs shdhdbdbsbdb jdhdbhxhdhdbb h see hhdhdhdhhdhd jdjjsbsbsk niisjsbsajjsdhkshdhdhdbd hdhdhhdjshshhsbshdu djudhdhdh jdjdje jshshbsbs hshshhdwh,0.5252403770649790,test_like
111881760,813984665033617,Lovely view and great distance from campus!,0.5228944020965370,real_apartment_review
587424,972727841275002,a great place to live and have kids grow up. great plumber and great managment team,0.5201990352724520,real_apartment_review
112094337,9199332346275167387,Writing a review on mobile.,0.5201263749378190,test_like
112289395,972239350075251,"Your community would like to share your answers to a few questions on   Any ratings and comments you provide will be displayed as ""Verified Resident"" and none of your personal information will be displayed.

Completing this page is optional. To proceed without submitting an   review, click on ""I do not wish to provide an   review"" at the bottom of the page and press Submit to bypass this portion of the survey.",0.5175683818001640,test_like
111756842,813984665033617,Love being part of this community.,0.5158967886995670,real_apartment_review
111764137,9199332346275143753,"Add Photos - A picture tells a thousand words, or so they say.

No Personal Info - We don&apos;t allow reviews with names, phone numbers, email or other contact info, so please avoid using it.",0.5142301757626620,test_like
111897529,972234110775080,"Great community in a great area, very convenient to highway and shopping center, very happy.",0.5124136841267890,real_apartment_review
112588621,9199332346275159620,"Estoy muy contenta con el servicio todos muy atentos Brayan, Tania, Cynthia e Imelda.... Excelente el personal de seguridad muy amable...... Los muchachos de mantenimiento siempre nos dan muy buen servicio.........",0.5101100814849980,real_apartment_review
1280538,253474510398467,FLAG AS POOR TASTE/ REMOVABLE. Please forward to site moderator & the proper authorities http://www.dancingwithlawyers.com/freeinfo/libel-slander-per-se.shtml http://www.answers.com/topic/defamation-of-character http://www.wisegeek.com/what-is-cyber-harassment.htm,0.5058889308616990,test_like
112513439,817429429076112,Ruchkd yuujjj gukdeuo email o ripvfruoj gifyifvhjjjfhuuujbh fhjikdfjkig ujhjkkiokk uayuvfh fhjygh tyuhuuitfdhijg jhcgdgujfguhudfy ghhghhhhghjj ghhhhhhhhj dyuyhggihh rhhjgb hjkfhjjkj dghjjiikkk tghhdfhiih,0.5032237788172880,test_like
112513439,817429429076112,Ruchkd yuujjj gukdeuo email o ripvfruoj gifyifvhjjjfhuuujbh fhjikdfjkig ujhjkkiokk uayuvfh fhjygh tyuhuuitfdhijg jhcgdgujfguhudfy ghhghhhhghjj ghhhhhhhhj dyuyhggihh rhhjgb hjkfhjjkj dghjjiikkk tghhdfhiih,0.5032237788172880,test_like
112513439,817429429076112,Ruchkd yuujjj gukdeuo email o ripvfruoj gifyifvhjjjfhuuujbh fhjikdfjkig ujhjkkiokk uayuvfh fhjygh tyuhuuitfdhijg jhcgdgujfguhudfy ghhghhhhghjj ghhhhhhhhj dyuyhggihh rhhjgb hjkfhjjkj dghjjiikkk tghhdfhiih,0.5032237788172880,test_like
112513439,817429429076112,Ruchkd yuujjj gukdeuo email o ripvfruoj gifyifvhjjjfhuuujbh fhjikdfjkig ujhjkkiokk uayuvfh fhjygh tyuhuuitfdhijg jhcgdgujfguhudfy ghhghhhhghjj ghhhhhhhhj dyuyhggihh rhhjgb hjkfhjjkj dghjjiikkk tghhdfhiih,0.5032237788172880,test_like
111221041,561368844433432,Great condo!!! Terrible/mean property manager Diane. Treats people like trash!!!!,0.49945821202422,real_apartment_review
111221041,561368844433432,Great condo!!! Terrible/mean property manager Diane. Treats people like trash!!!!,0.49945821202422,real_apartment_review
111221041,561368844433432,Great condo!!! Terrible/mean property manager Diane. Treats people like trash!!!!,0.49945821202422,real_apartment_review
111221041,561368844433432,Great condo!!! Terrible/mean property manager Diane. Treats people like trash!!!!,0.49945821202422,real_apartment_review
111221041,561368844433432,Great condo!!! Terrible/mean property manager Diane. Treats people like trash!!!!,0.49945821202422,real_apartment_review
112012946,9199332346275165924,A 5 star review of InTown Apartments by Siagny O.,0.49774065637538300,real_apartment_review
112012946,9199332346275165924,A 5 star review of InTown Apartments by Siagny O.,0.49774065637538300,real_apartment_review
112613660,801474200684115,"Xxxxxxxxxxx'xxxxxxxxxxxxfrbregneynasgnefbafbwbqfbabafbafbafnafbfabafbwfbafbwfbwf
at age wgnasgnafnwtnatjathathqthwrhwrhqthatjarjathatjatjatjatjatjatjwtjatnwtjwtjwtjatjatjatjatjatjatjwjatjatjwtjqtiw5i36ith fb",0.49729335768806500,test_like
112110115,9199332346275147595,Whom own q jons jonjspn oheqbocndqohn pang odbqoh b hoax go. Bizarre ho,0.49655258981649400,test_like
111750801,508872170001701,Great apartment. Good service and maintenance.,0.4963839350271140,real_apartment_review
111750801,508872170001701,Great apartment. Good service and maintenance.,0.4963839350271140,real_apartment_review
1548149,770717535330096,I use the fitness center a lot. It&#39;s great having one on site.,0.4960957801545250,real_apartment_review
111762256,410771496621152,"Curious as we rent here & THE MGMT. Co. Per B.B.B. NOW ENJOYS A ... F rating! Fond loose your minds but seriously ,I&apos;d just pitch a tent before I&apos;d rent here agai",0.4957391300603610,test_like
112313105,813885540533614,"Mi experiencia en lake point ha sido maravillosa llevo 6 años viviendo aqui y lo recomiendo con toda seguridad. Tanto el personal de la oficina como el mantenimiento ofrecen un buen sevicio, en especial la manager sandra delgado hace un excelente trabajo para q todo funcione en perfecto orden",0.49465022598506700,test_like
112313105,813885540533614,"Mi experiencia en lake point ha sido maravillosa llevo 6 años viviendo aqui y lo recomiendo con toda seguridad. Tanto el personal de la oficina como el mantenimiento ofrecen un buen sevicio, en especial la manager sandra delgado hace un excelente trabajo para q todo funcione en perfecto orden",0.49465022598506700,real_apartment_review
112576483,9199332346275178924,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",0.49132385205438000,test_like
111919673,918492423074136,Great property with lots of parking.,0.490302974178295,real_apartment_review
111919673,918492423074136,Great property with lots of parking.,0.490302974178295,real_apartment_review
111960288,512899232278735,"Great Community, beautiful grounds and wonderful staff!",0.48811837996156700,real_apartment_review
112391116,954424060033324,El condominio se encuentra en una excelente ?rea es muy tranquilo muy limpio el personal del condominio lo atiende a uno amablemente el apartamento me la entregaron limpio y en buenas condiciones la cocina est? equipada en general todo bien,0.4878009005575600,real_apartment_review
112254030,9199332346275162720,I have already written a review for   I have already written a review for   I have already written a review for   sssssssssss. sssssssssssssss. ssssssssssssssssss.sssssssssssssssssssss.sssssssssssss.sssssssssss,0.4876670636755610,test_like
112254030,9199332346275162720,I have already written a review for   I have already written a review for   I have already written a review for   sssssssssss. sssssssssssssss. ssssssssssssssssss.sssssssssssssssssssss.sssssssssssss.sssssssssss,0.4876670636755610,test_like
111769121,310444790090064,Great apartment I moved into and great staff during the entire process! Well done!,0.4860272691916560,real_apartment_review
111769121,310444790090064,Great apartment I moved into and great staff during the entire process! Well done!,0.4860272691916560,real_apartment_review
1619781,3120321054123451,march 21 - thanks for posting this test review,0.484977515166897,test_like
475545,508853114401606,Bad/Cheat,0.4847174435528970,real_apartment_review
111744239,334566788536081,"I love living at the point! Great amenities, apartment styles, and an awesome staff! Would definitely recommend to a friend.",0.4817479127023980,real_apartment_review
969396,310820637490049,they are great. i highly recommend,0.48164251640010900,real_apartment_review
969396,310820637490049,they are great. i highly recommend,0.48164251640010900,real_apartment_review
969396,310820637490049,they are great. i highly recommend,0.48164251640010900,real_apartment_review
112316048,908689425607882,"a parte la distanza dal centro (circa 30 min) questo appartamento delude molto rispetto alle foto presentate L&apos;esterno è terrificante e pure le scale mentre l&apos;interno è vivibile seppure un solo bagno sia un grosso limite L&apos;assistenza è minima, se chiami hai sempre l&apos;impressione di scocciare Il prezzo è valido",0.48132213141315900,real_apartment_review
112262287,989684745048706,"we moved there thinking this was a good choice maybe that should of been a sign!!! long story short manager was great at first!!! we had a bad neighbor we told her about it, ALL DOWN HILL AFTER THAT, SHE WAS ROOD TO US, DISRESPECTIFUL PLUS... Today was a HAPPY DAY FOR US we turned in our keys. Peace out Bay Manor, i hope NO ONE WILL BE TREATED LIKE THIS..",0.48087991403065800,real_apartment_review
112262287,989684745048706,"we moved there thinking this was a good choice maybe that should of been a sign!!! long story short manager was great at first!!! we had a bad neighbor we told her about it, ALL DOWN HILL AFTER THAT, SHE WAS ROOD TO US, DISRESPECTIFUL PLUS... Today was a HAPPY DAY FOR US we turned in our keys. Peace out Bay Manor, i hope NO ONE WILL BE TREATED LIKE THIS..",0.48087991403065800,real_apartment_review
112374994,9199332346275157027,"Trust me, there are way better luxury apt than the Camden Glendale!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! It like making me write more but to be honest I don&apos;t even feel like typing a whole book because there&apos;s a lot to complain about",0.47948512001688600,real_apartment_review
536373,301790234821742,Come check out our brand new 3br 2bath apartment homes. Offering movein specials of $200.00 off monthly rent for the full lease term and offering short term leases.<br><br>,0.47889005389051100,test_like
112046155,512899232278735,I love this place. Great apartments,0.47660848396746800,real_apartment_review
111369367,804233439323225,"Great view and friendly staff! Access to pool, river, and trails.",0.47629431505578300,real_apartment_review
112243235,9199332346275158457,Well maintained open and clean area cars plugs availability convenient location with great service and clean place nearby great store and bars. Staffs great and organized great ????? swimwear and barbecue place with state of art pool cozy place to relax and read,0.4760580486171280,real_apartment_review
1081187,773248993660657,"If you are a resident and wish to reach a supervisor&#44; please email your comments to: comments@wtrm.com 
 
We will respond to your inquiry within 24 hours.",0.47493527363748800,test_like
1202355,703370700022304,"DO write with details and examples
DO write candidly and courteously 
",0.4742412363095010,test_like
1202355,703370700022304,"DO write with details and examples
DO write candidly and courteously 
",0.4742412363095010,test_like
112067972,850235100932407,"lots of drug addicts, the other day i found a pill bottle on the ground, beer cans everywhere, cigarette butts everywhere.",0.47356473677391800,real_apartment_review
112067972,850235100932407,"lots of drug addicts, the other day i found a pill bottle on the ground, beer cans everywhere, cigarette butts everywhere.",0.47356473677391800,real_apartment_review
112322141,972239350075251,dklaj/;lidj a;dja;dkj a;ldkj;akj a;dija;ldj a;ldkja;kdj a;dlkja;dlkj a;dkja;ldkj a;lkdj;lkaj ad;lajd;kj a;lkdja;lkj a;iokjd;lkaj d;alkjd;lkj a;lkdj;akjd a;lkdjd;akj d;alkjd;lakj a;akjd;daj a;ldkja;ldkj a;k,0.4732486435616370,test_like
112587392,9199332346275167879,"hgtghjjvfesdfhjkoouygrsdcvbnkopiytrewqasddfvcxzsdfvnjjhgdserfgjkoppkmnnbggthbvff...,,imbue,,lunggujjgfdswefgyytrsdfhmnbvcxsd,..mjnbfgjoitesdghk..jhvvsweghioopkhgfvhj,.ljhvdrfdsweryuopknvxawwfgil..jhfddvh",0.4732486435616370,test_like
112684211,918825138574361,Aggffgtty%fft5ydtdtdtststdtdtxtxtdtxtxtxtxtxtxtxtxttxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtdtxtxtx5xtxtxtxtd5d5dtxtdtx5dtdtxtxtxtxtxtxttxtxtxtxtxtxtxtxtxtxtdgy5c5ctctctctctctctctctctctctctctct,0.4732486435616370,test_like
112587392,9199332346275167879,"hgtghjjvfesdfhjkoouygrsdcvbnkopiytrewqasddfvcxzsdfvnjjhgdserfgjkoppkmnnbggthbvff...,,imbue,,lunggujjgfdswefgyytrsdfhmnbvcxsd,..mjnbfgjoitesdghk..jhvvsweghioopkhgfvhj,.ljhvdrfdsweryuopknvxawwfgil..jhfddvh",0.4732486435616370,test_like
1558766,303322054180209,      BEDBUG INFESTATION,0.4732486435616370,real_apartment_review
112587392,9199332346275167879,"hgtghjjvfesdfhjkoouygrsdcvbnkopiytrewqasddfvcxzsdfvnjjhgdserfgjkoppkmnnbggthbvff...,,imbue,,lunggujjgfdswefgyytrsdfhmnbvcxsd,..mjnbfgjoitesdghk..jhvvsweghioopkhgfvhj,.ljhvdrfdsweryuopknvxawwfgil..jhfddvh",0.4732486435616370,test_like
112587392,9199332346275167879,"hgtghjjvfesdfhjkoouygrsdcvbnkopiytrewqasddfvcxzsdfvnjjhgdserfgjkoppkmnnbggthbvff...,,imbue,,lunggujjgfdswefgyytrsdfhmnbvcxsd,..mjnbfgjoitesdghk..jhvvsweghioopkhgfvhj,.ljhvdrfdsweryuopknvxawwfgil..jhfddvh",0.4732486435616370,test_like
112345702,303431520680021,Word#dddddddhfjfkskdhfhfijfhfjdofjfhcnfbrbrifjcbfififjfhcjfjfif8iifidjrjrnnr djfjdif8firhrhdidoejejfhfisokalwpskzmzmxncncbxnskslsirhrurudoodhhrjfjsllfjdjjdjjdjdjjdjdjjjdjjdbbxbfbbdndhdhdhjuucudiejxiejjdi,0.4732486435616370,test_like
112348786,9199332346275176951,k MNEWCJRBNQ WJAE.DASNDXAZN CNAKS JFAKSMCLwp rncqpw fkaoefjkefoawmfmklawekdf jjsrsf//ioerigcjkv e5jgrsjosojfkoejfk oakeo tfjamcsdjfj qwieufjanekds dwrifa /  rjij  ccbjncvajenfqwekf pew ifqorj/qk34jnrfqewj dchjda /f4lokrpq,0.4732486435616370,test_like
112502959,9199332346275155710,"?? ????? ???? ?? ??????? 2019 ?? ????? ?? ???? ?? q???? ?? ????? ?? ??? g?????. ??? ???g????? ??? ???? ?????? ??? ????, ??? ??????g ???, ?? ??? ???? ? ??????g ???? ???? ??? ???? ????, ?? ?????? ????, ? ???? ????????? ???? ??????? ?? ?????? . ??? ???? ????g ? ???'? ???? ?? ??? ???? ???'? ???? 3 ??????? @ ?? ???? g????? ??? ??? ????",0.4732486435616370,test_like
112519185,9199332346275177103,Gdhhgchv. Vghcgggh vggdxyffgcff h g7vvrrvu h cddyjbvcghhhhbfdf vghgxchhgxxffg vcgnvcxxghjj vxfgjjfxfgghhjff vchhgffghhgdxd vbjuygffffgg gghccghh hhhgcghhhgdfgjtfcg ggjhgcxghhffxghggcxc bbcfghjhddxhhffffg gghjhgf,0.4732486435616370,test_like
311762,501442663872701,Guam hardcore dissaproves,0.4732486435616370,test_like
112328967,617262550002115,"hajfdfliajvn jhjfba nd jabghbdh fn aksjfjabfb sjdhfbsnf kjjf afk akhfkjba fkhdjfban fjdhfadfb n lfheuhbwjkf slkhuhb aiufheba,s  aiuurhjknew afhabeb afyenf anlkhaue ;aouohb alfuoeh ioeurwhen aifyuejmn aisoye",0.4732486435616370,test_like
112035578,9199332346275165050,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasassaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnmnmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmn. NA.,0.4732486435616370,test_like
112328967,617262550002115,"hajfdfliajvn jhjfba nd jabghbdh fn aksjfjabfb sjdhfbsnf kjjf afk akhfkjba fkhdjfban fjdhfadfb n lfheuhbwjkf slkhuhb aiufheba,s  aiuurhjknew afhabeb afyenf anlkhaue ;aouohb alfuoeh ioeurwhen aifyuejmn aisoye",0.4732486435616370,test_like
112827088,201420197307030,xyz zewlkwgjagljslkgjslahglsfdh lskgjlsjsldgkjslhjg lkjglwgj slkdgjlskhg lsjglsdkhglsjg lskjglsdkhgldskhg lskdjglsdkjgsteipqwtoewoig ljeglskjdglskdj wieutgowiejg pejgsijg      wpeoitwejglsk.  lskjdglskhjg lskjglskdjg,0.4732486435616370,test_like
112192412,9199332346275155291,"dhcblhsckjdjdkjnajk .  ;fkljkhghjkl;kjgh fhjkl;kjhgfvhjkl;kjhgfcgvhbjnkmljnhbgvfcghj nkml,kjhbgvf . cgvhbjnkml,;.l;,kmjnhbgv fcvghbjnkml . ,kmjnhbdtf 
 ghjkl;jhgfdfghjkl;lkjhgfdsdfg . hjkl;lkjhg fddfghjkl;lkj . hgfdsdfghj . kl;lkjhg fdsdfghjklkjhgfdfghjk . jjhu  jin knkj",0.4732486435616370,test_like
111708761,972738554175287,Bbbbbbbbb.nnnnnnn.mmmmmmkmmmmddddddtttuuiooppohhgfdssawerrtyuhhbgffcbhjnkklknhgcdjkjuhgd bbgyb. Mjuhgf mkkujj. Njuhg nju.vdtgnsxcvhyiopmnvfdscbjionbvcd bnhhj njhkk. Mknk. Hggfd mjnbvd mnjvc huikbb momnbv mkhhf   mjggyu mmkk,0.4732486435616370,test_like
112587392,9199332346275167879,"hgtghjjvfesdfhjkoouygrsdcvbnkopiytrewqasddfvcxzsdfvnjjhgdserfgjkoppkmnnbggthbvff...,,imbue,,lunggujjgfdswefgyytrsdfhmnbvcxsd,..mjnbfgjoitesdghk..jhvvsweghioopkhgfvhj,.ljhvdrfdsweryuopknvxawwfgil..jhfddvh",0.4732486435616370,test_like
112684211,918825138574361,Aggffgtty%fft5ydtdtdtststdtdtxtxtdtxtxtxtxtxtxtxtxttxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtxtdtxtxtx5xtxtxtxtd5d5dtxtdtx5dtdtxtxtxtxtxtxttxtxtxtxtxtxtxtxtxtxtdgy5c5ctctctctctctctctctctctctctctct,0.4732486435616370,test_like
111423140,512860300078703,"fadsfasdfasasasasasasasalksdjf;'aslkj;laskjdf;lkasjd;fkjas;djf;saldkjf;lskadjf;lkasjd;fkjas;dkfjs;aldkjf;asldkjf;sadjf;lsakdjf;lsd;fkasj;fjd;askjd;lksjd;flksjd;flkjsdlfkjsdlkfj;skja;flksjdf;laksjd;lkja;
	       ",0.4732486435616370,test_like
112282733,9199332346275176182,Notttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt gooddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd,0.4732486435616370,test_like
112282733,9199332346275176182,Notttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt gooddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd,0.4732486435616370,test_like
112483437,512291130078748,"nofffrrbfwfuwfijfpjjgj'j'ijj;jas;l;l;slfs;j'j'pgjrgqeg9g]9-gu59u1=8t39gjgjagjgu[09ua[gj[geujg[egudgjgdggjgj'gj'gjqu\t\'af'afi\=g34
klj]qr1=hvf[dffjfoasigpoddmkB[pfmvvvfoa[fija;dfjjas;las;laqti]-qtuu]3aipdjva[petuqugjd'vjjgiqr-gb]igb]gujjdf'f;ja'garqtg9qigjgvdagpoa9rtgjmva]0gquegjme]qe0igqg q]egjgjeq]g00r]ig]gaga]0-g9qgjfqtgq]gj]",0.4732486435616370,test_like
111838811,513771962345215,".......;$;;$$;;$;:!:;$;;&:;!;;$;$;!;&::!;);$;$;$;$;!hdhdjabsdgedhdhdbdbdhxxbdhxjxbdjdjxhxvdhdijdhdhfhfbdjdhdbdhfjjdjdjhdbdbdjdhdvdhdhhdjdbdjjdhdbdjdjdhdbdjdkkrurifkdkdndnbdxbfjjdbdhdjfjrkkrdhdbdjskdtteag sndjdjk
	       ",0.4732486435616370,test_like
112345702,303431520680021,Word#dddddddhfjfkskdhfhfijfhfjdofjfhcnfbrbrifjcbfififjfhcjfjfif8iifidjrjrnnr djfjdif8firhrhdidoejejfhfisokalwpskzmzmxncncbxnskslsirhrurudoodhhrjfjsllfjdjjdjjdjdjjdjdjjjdjjdbbxbfbbdndhdhdhjuucudiejxiejjdi,0.4732486435616370,test_like
112209357,404948100630324,"csdlnvkuhgbhlfuibjkqernk;jdfbnirueoqng;jkernbiueqrngoeqjrngipuqerngojqernglkdfnboianbpgoiunerkgnlkarngoi;ngo;erngo;erng9upnqerlkgnl;kdfnbo;dfniuarngpiungh;kerngkl;nejnbiuenbherhrthn nhetyjhrt,[pwoijworkhpqmeri irjgieqjgiemgoi[qj jierjg9e8 ijger9jg9equgerjng 9-8jh89ergh98-ejgi0qje 89rehgwienrgo[iejg",0.4732486435616370,test_like
112166567,301890611020904,Gggfdsfvnkkgfsghjjhbffdgjknbgfdsdyjkllhgdsryjnkkmkkhggfddgjkj bhgfft jjhddtujk jjhggffgjjgfdd hkkkkkkkhgfffdsetuijgfdukb jydkpf khddib itdyiphfuohfdkokgg juggkiyddsyijuffjkkkjggsjk jhffiokfddeiogfddjkoo,0.4732486435616370,test_like
112080036,9199332346275159700,n/a vjhgfjhfhjnvcncfghfgncvn,0.4732486435616370,test_like
112271191,281497799777077,Nbbjnbbj bbhjnbjjjn. Goodgbvygggh hhbvvghbbh. Vvghggvv. Ghhjbbhh bhbbnbjjjnbbnjnbjjjnnjjjjhggghghhhhhhhhhhhhbbbbbbbbbbbbbbbhhhhhhhhhhhhhhuuhbhhhhhhhhhhbbbbbbbbbbbbbbbbbhhhhhbbbbbbbbbbbbhhhhhhhhhbvvvvvvvv,0.4732486435616370,test_like
112466640,703979450022204,bzhababsosnsbsjen shes bsksvsisbsjsbeisvsosveksvshsvsj jsbejejebsus hehe  jsbsbekebejeneldbdksbekebekdbekebsidbeodbbeheheheidjbdbdiejbejelsksnsbsuskdbdbndjdbndjdndbdjddndjndjdjdjndndjdjjdndidndjjdndjdnnd,0.4732486435616370,test_like
112587392,9199332346275167879,"hgtghjjvfesdfhjkoouygrsdcvbnkopiytrewqasddfvcxzsdfvnjjhgdserfgjkoppkmnnbggthbvff...,,imbue,,lunggujjgfdswefgyytrsdfhmnbvcxsd,..mjnbfgjoitesdghk..jhvvsweghioopkhgfvhj,.ljhvdrfdsweryuopknvxawwfgil..jhfddvh",0.4732486435616370,test_like
112587392,9199332346275167879,"hgtghjjvfesdfhjkoouygrsdcvbnkopiytrewqasddfvcxzsdfvnjjhgdserfgjkoppkmnnbggthbvff...,,imbue,,lunggujjgfdswefgyytrsdfhmnbvcxsd,..mjnbfgjoitesdghk..jhvvsweghioopkhgfvhj,.ljhvdrfdsweryuopknvxawwfgil..jhfddvh",0.4732486435616370,test_like
